Theta_now,V_trans,Lmot_RPM,Rmot_RPM,Output_lmot,Output_rmot,DN_Lmot,DN_Rmot
-17.52,0.18,3.30,2.16,76.00,76.00,436,401
-17.36,0.15,2.86,1.76,85.00,85.00,435,399
-17.22,0.12,2.44,1.38,81.00,81.00,434,397
-17.28,0.10,2.03,1.03,102.00,102.00,432,395
-17.58,0.08,1.66,0.69,120.00,120.00,430,392
-17.62,0.05,1.28,0.34,123.00,123.00,428,389
-17.34,0.03,0.89,0.00,115.00,115.00,425,386
-17.06,0.00,0.47,-0.43,111.00,111.00,421,381
-16.90,-0.03,0.00,-0.81,110.00,110.00,417,376
-16.68,-0.06,-0.48,-1.23,109.00,109.00,412,371
-16.14,-0.08,-0.88,-1.63,95.00,95.00,407,366
-15.77,-0.11,-1.29,-2.06,90.00,90.00,402,360
-15.76,-0.13,-1.69,-2.43,103.00,103.00,396,353
-15.48,-0.16,-2.11,-2.80,101.00,101.00,390,347
-15.29,-0.18,-2.47,-3.12,99.00,99.00,384,341
-15.17,-0.21,-2.87,-3.47,102.00,102.00,377,334
-15.40,-0.23,-3.22,-3.74,121.00,121.00,370,327
-14.98,-0.25,-3.64,-4.08,107.00,107.00,363,319
-14.51,-0.27,-4.02,-4.38,96.00,96.00,354,312
-14.54,-0.30,-4.47,-4.72,101.00,101.00,346,304
-14.68,-0.32,-4.88,-5.05,121.00,121.00,337,295
-14.17,-0.34,-5.22,-5.33,105.00,105.00,328,287
-13.82,-0.37,-5.61,-5.66,98.00,98.00,318,278
-13.80,-0.39,-5.93,-5.97,106.00,106.00,309,268
-13.37,-0.41,-6.28,-6.30,96.00,96.00,299,259
-13.03,-0.43,-6.58,-6.55,90.00,90.00,289,249
-12.76,-0.45,-6.92,-6.85,88.00,88.00,279,239
-12.56,-0.46,-7.21,-7.07,255.00,255.00,268,230
-12.03,-0.49,-7.60,-7.43,255.00,255.00,256,218
-10.43,-0.52,-8.10,-7.92,255.00,255.00,243,205
-7.40,-0.57,-8.84,-8.63,252.00,252.00,226,189
-2.49,-0.62,-9.62,-9.38,70.00,70.00,208,171
1.23,-0.68,-10.54,-10.25,-119.00,-119.00,188,152
5.36,-0.71,-11.16,-10.81,-247.00,-247.00,170,135
6.80,-0.73,-11.47,-11.01,-224.00,-224.00,157,124
6.52,-0.71,-11.13,-10.60,-132.00,-132.00,149,117
3.53,-0.66,-10.40,-9.80,87.00,87.00,146,115
-0.17,-0.61,-9.74,-9.06,247.00,247.00,142,112
-3.82,-0.58,-9.34,-8.63,255.00,255.00,135,107
-5.36,-0.58,-9.26,-8.62,255.00,255.00,126,97
-4.70,-0.59,-9.41,-8.76,242.00,242.00,114,87
-3.30,-0.62,-9.82,-9.12,167.00,167.00,99,73
-0.88,-0.65,-10.27,-9.59,63.00,63.00,84,58
1.41,-0.68,-10.83,-10.15,-64.00,-64.00,67,42
3.73,-0.71,-11.18,-10.52,-141.00,-141.00,53,28
5.37,-0.72,-11.34,-10.70,-170.00,-170.00,40,16
4.88,-0.71,-11.21,-10.51,-87.00,-87.00,30,7
3.09,-0.68,-10.90,-10.17,0.00,0.00,21,0
1.43,-0.66,-10.50,-9.77,132.00,132.00,14,-6
-0.16,-0.64,-10.21,-9.51,184.00,184.00,6,-14
-0.58,-0.63,-10.07,-9.35,183.00,183.00,-3,-23
-0.19,-0.63,-10.04,-9.34,128.00,128.00,-13,-32
0.85,-0.64,-10.18,-9.48,111.00,111.00,-25,-44
2.06,-0.65,-10.30,-9.58,77.00,77.00,-37,-55
3.44,-0.66,-10.51,-9.83,45.00,45.00,-50,-68
4.97,-0.67,-10.65,-9.97,-48.00,-48.00,-63,-79
7.13,-0.68,-10.80,-10.11,-128.00,-128.00,-76,-91
8.40,-0.67,-10.74,-10.01,-126.00,-126.00,-86,-100
8.17,-0.66,-10.55,-9.77,-51.00,-51.00,-95,-108
7.54,-0.64,-10.20,-9.43,60.00,60.00,-102,-115
6.95,-0.62,-9.85,-9.11,82.00,82.00,-109,-121
6.75,-0.60,-9.55,-8.84,85.00,85.00,-117,-128
6.67,-0.59,-9.41,-8.72,90.00,90.00,-125,-136
7.20,-0.58,-9.28,-8.61,58.00,58.00,-134,-144
8.51,-0.58,-9.23,-8.53,-49.00,-49.00,-143,-152
9.79,-0.57,-9.12,-8.38,-90.00,-90.00,-152,-160
10.96,-0.56,-8.99,-8.17,-127.00,-127.00,-160,-166
11.02,-0.54,-8.78,-7.87,-70.00,-70.00,-167,-171
10.30,-0.52,-8.40,-7.47,35.00,35.00,-172,-175
10.25,-0.49,-8.06,-7.05,-34.00,-34.00,-177,-179
10.28,-0.47,-7.73,-6.68,-42.00,-42.00,-182,-182
10.03,-0.45,-7.41,-6.32,0.00,0.00,-187,-185
10.25,-0.42,-7.09,-5.98,-40.00,-40.00,-191,-188
10.19,-0.41,-6.84,-5.66,0.00,0.00,-196,-191
10.50,-0.39,-6.56,-5.36,-52.00,-52.00,-200,-194
10.62,-0.37,-6.31,-5.06,-56.00,-56.00,-204,-196
10.74,-0.35,-6.03,-4.75,-60.00,-60.00,-208,-198
10.67,-0.33,-5.74,-4.44,-55.00,-55.00,-211,-200
10.72,-0.31,-5.43,-4.06,-58.00,-58.00,-214,-201
10.68,-0.29,-5.10,-3.71,-60.00,-60.00,-216,-201
10.63,-0.26,-4.75,-3.36,-60.00,-60.00,-218,-201
10.65,-0.24,-4.42,-3.00,-68.00,-68.00,-219,-201
10.83,-0.22,-4.05,-2.70,-83.00,-83.00,-220,-201
10.65,-0.20,-3.67,-2.40,-75.00,-75.00,-220,-201
10.79,-0.18,-3.25,-2.14,-96.00,-96.00,-219,-200
10.95,-0.15,-2.88,-1.85,-110.00,-110.00,-219,-200
10.98,-0.13,-2.47,-1.57,-113.00,-113.00,-217,-199
10.79,-0.11,-2.08,-1.27,-113.00,-113.00,-216,-197
10.37,-0.08,-1.64,-0.93,-102.00,-102.00,-213,-195
10.31,-0.06,-1.21,-0.60,-112.00,-112.00,-210,-192
9.89,-0.03,-0.76,-0.28,-107.00,-107.00,-207,-189
9.43,-0.01,-0.35,0.00,-97.00,-97.00,-203,-186
9.04,0.01,0.00,0.36,-97.00,-97.00,-199,-182
8.67,0.04,0.40,0.70,-99.00,-99.00,-195,-178
8.32,0.06,0.84,1.04,-99.00,-99.00,-190,-174
7.89,0.08,1.23,1.36,-99.00,-99.00,-185,-169
7.36,0.11,1.63,1.70,-90.00,-90.00,-179,-164
7.07,0.13,1.99,2.03,-98.00,-98.00,-173,-159
6.26,0.15,2.37,2.38,-69.00,-69.00,-167,-153
5.89,0.18,2.72,2.71,-89.00,-89.00,-161,-147
5.30,0.20,3.00,3.01,-88.00,-88.00,-155,-141
5.00,0.22,3.32,3.30,-94.00,-94.00,-149,-135
4.44,0.23,3.58,3.59,-88.00,-88.00,-142,-128
3.56,0.25,3.89,3.90,-71.00,-71.00,-136,-121
3.08,0.27,4.12,4.15,-72.00,-72.00,-129,-114
2.74,0.29,4.37,4.45,-78.00,-78.00,-122,-107
2.28,0.30,4.58,4.65,-62.00,-62.00,-115,-100
1.86,0.32,4.81,4.90,-82.00,-82.00,-108,-93
1.54,0.33,4.97,5.07,-84.00,-84.00,-101,-86
0.84,0.34,5.21,5.28,-75.00,-75.00,-93,-78
0.47,0.35,5.38,5.44,-77.00,-77.00,-86,-71
0.24,0.37,5.60,5.63,-86.00,-86.00,-78,-63
-0.55,0.38,5.80,5.78,-70.00,-70.00,-70,-56
-1.02,0.39,6.01,5.99,-72.00,-72.00,-62,-47
-1.55,0.40,6.20,6.14,-71.00,-71.00,-53,-39
-2.16,0.41,6.41,6.30,-45.00,-45.00,-45,-31
-2.92,0.43,6.60,6.48,-56.00,-56.00,-36,-23
-3.39,0.43,6.75,6.55,-57.00,-57.00,-27,-15
-4.05,0.44,6.93,6.65,-49.00,-49.00,-18,-7
-4.52,0.45,7.05,6.72,-49.00,-49.00,-10,0
-5.16,0.46,7.17,6.84,-44.00,-44.00,-1,8
-5.68,0.46,7.24,6.87,-39.00,-39.00,6,15
-6.09,0.47,7.37,6.94,-44.00,-44.00,15,23
-6.66,0.47,7.40,6.96,-34.00,-34.00,23,31
-7.11,0.47,7.49,7.00,-34.00,-34.00,32,39
-7.59,0.47,7.50,6.99,-30.00,-30.00,40,46
-8.25,0.47,7.54,7.03,40.00,40.00,48,53
-8.84,0.47,7.47,6.97,0.00,0.00,55,60
-9.44,0.46,7.42,6.87,0.00,0.00,62,66
-9.69,0.46,7.31,6.79,0.00,0.00,69,73
-10.05,0.45,7.25,6.74,60.00,60.00,76,79
-10.36,0.45,7.17,6.61,55.00,55.00,83,85
-10.19,0.44,7.02,6.38,0.00,0.00,89,89
-9.96,0.42,6.85,6.19,-48.00,-48.00,94,94
-9.85,0.41,6.68,5.98,-54.00,-54.00,100,98
-9.83,0.40,6.59,5.86,-58.00,-58.00,106,103
-9.86,0.40,6.50,5.72,-60.00,-60.00,112,108
-10.45,0.40,6.47,5.70,-40.00,-40.00,118,114
-11.37,0.39,6.37,5.60,0.00,0.00,124,119
-12.31,0.38,6.30,5.52,89.00,89.00,130,124
-12.87,0.38,6.20,5.35,94.00,94.00,135,128
-13.01,0.36,6.05,5.05,75.00,75.00,140,130
-12.45,0.34,5.73,4.74,30.00,30.00,143,132
-11.75,0.32,5.40,4.38,0.00,0.00,146,133
-11.09,0.30,5.07,4.01,-67.00,-67.00,148,134
-10.48,0.28,4.80,3.76,-83.00,-83.00,150,135
-9.67,0.27,4.62,3.56,-104.00,-104.00,154,137
-10.12,0.26,4.45,3.46,-57.00,-57.00,157,140
-11.03,0.25,4.39,3.37,40.00,40.00,161,143
-12.02,0.25,4.33,3.30,0.00,0.00,165,145
-13.35,0.24,4.26,3.18,123.00,123.00,168,148
-14.31,0.23,4.07,2.98,150.00,150.00,171,149
-13.74,0.21,3.76,2.68,79.00,79.00,171,149
-13.19,0.18,3.33,2.32,69.00,69.00,171,147
-12.53,0.16,2.93,1.95,52.00,52.00,170,146
-12.18,0.13,2.52,1.61,55.00,55.00,169,144
-12.00,0.11,2.17,1.30,64.00,64.00,168,143
-11.97,0.09,1.86,1.03,74.00,74.00,167,142
-12.06,0.08,1.53,0.81,85.00,85.00,165,140
-11.85,0.06,1.23,0.56,84.00,84.00,164,138
-11.73,0.04,0.92,0.34,87.00,87.00,162,136
-11.70,0.02,0.62,0.00,92.00,92.00,159,134
-11.47,0.00,0.29,-0.23,83.00,83.00,157,132
-11.53,-0.02,0.00,-0.46,103.00,103.00,153,129
-11.05,-0.03,-0.31,-0.70,93.00,93.00,150,126
-10.48,-0.05,-0.66,-1.01,81.00,81.00,146,122
-10.08,-0.07,-1.02,-1.25,80.00,80.00,142,118
-9.55,-0.09,-1.37,-1.53,73.00,73.00,137,114
-9.26,-0.11,-1.69,-1.75,77.00,77.00,132,110
-8.87,-0.13,-1.99,-1.98,75.00,75.00,127,106
-8.34,-0.15,-2.27,-2.21,67.00,67.00,122,101
-7.93,-0.16,-2.57,-2.42,68.00,68.00,116,97
-7.43,-0.18,-2.81,-2.61,63.00,63.00,111,92
-6.98,-0.19,-3.08,-2.80,60.00,60.00,105,87
-6.52,-0.20,-3.27,-2.97,208.00,208.00,100,83
-5.27,-0.22,-3.54,-3.20,150.00,150.00,93,77
-3.90,-0.24,-3.90,-3.52,83.00,83.00,86,70
-1.93,-0.27,-4.34,-3.93,-45.00,-45.00,77,62
-0.15,-0.29,-4.67,-4.26,0.00,0.00,69,54
1.63,-0.31,-4.96,-4.51,-154.00,-154.00,61,47
2.85,-0.32,-5.10,-4.63,-162.00,-162.00,55,42
2.01,-0.31,-4.98,-4.48,-75.00,-75.00,51,39
0.57,-0.29,-4.67,-4.17,57.00,57.00,49,38
-1.13,-0.27,-4.34,-3.83,109.00,109.00,48,37
-2.92,-0.25,-4.12,-3.61,169.00,169.00,45,34
-3.25,-0.25,-4.02,-3.58,142.00,142.00,42,31
-2.96,-0.25,-4.07,-3.60,98.00,98.00,37,27
-1.92,-0.26,-4.21,-3.74,48.00,48.00,31,21
-1.13,-0.27,-4.38,-3.94,-36.00,-36.00,25,16
-0.05,-0.28,-4.52,-4.05,-69.00,-69.00,19,10
0.72,-0.28,-4.56,-4.09,-96.00,-96.00,14,6
0.62,-0.28,-4.54,-3.97,-61.00,-61.00,9,3
-0.06,-0.27,-4.46,-3.81,46.00,46.00,6,1
-0.89,-0.26,-4.31,-3.63,71.00,71.00,3,-1
-1.89,-0.25,-4.21,-3.52,107.00,107.00,0,-4
-1.69,-0.25,-4.14,-3.45,79.00,79.00,-4,-7
-1.51,-0.24,-4.11,-3.42,64.00,64.00,-8,-10
-1.08,-0.25,-4.17,-3.43,54.00,54.00,-13,-14
-0.43,-0.25,-4.18,-3.45,33.00,33.00,-18,-18
0.04,-0.25,-4.22,-3.48,-33.00,-33.00,-22,-22
0.54,-0.25,-4.25,-3.49,0.00,0.00,-27,-25
1.17,-0.25,-4.23,-3.45,-59.00,-59.00,-31,-28
1.92,-0.24,-4.16,-3.37,-80.00,-80.00,-35,-31
1.80,-0.23,-4.01,-3.22,-55.00,-55.00,-37,-33
1.11,-0.22,-3.82,-3.02,0.00,0.00,-40,-34
0.55,-0.21,-3.60,-2.81,65.00,65.00,-41,-35
-0.15,-0.20,-3.39,-2.63,88.00,88.00,-43,-36
-0.62,-0.19,-3.29,-2.55,97.00,97.00,-45,-38
-0.66,-0.19,-3.17,-2.58,85.00,85.00,-48,-41
-0.11,-0.19,-3.16,-2.59,48.00,48.00,-51,-44
0.75,-0.19,-3.19,-2.62,-40.00,-40.00,-55,-47
1.84,-0.19,-3.19,-2.66,-80.00,-80.00,-58,-50
3.04,-0.19,-3.11,-2.61,-112.00,-112.00,-60,-52
2.40,-0.18,-2.97,-2.47,-45.00,-45.00,-62,-53
1.97,-0.16,-2.72,-2.24,32.00,32.00,-62,-54
1.62,-0.15,-2.45,-2.02,0.00,0.00,-62,-54
1.35,-0.13,-2.20,-1.82,0.00,0.00,-62,-54
1.10,-0.12,-1.98,-1.64,0.00,0.00,-62,-54
0.96,-0.11,-1.78,-1.47,0.00,0.00,-62,-54
0.88,-0.10,-1.61,-1.32,0.00,0.00,-62,-54
0.88,-0.09,-1.44,-1.19,0.00,0.00,-62,-54
0.96,-0.08,-1.30,-1.07,0.00,0.00,-62,-54
1.08,-0.07,-1.17,-0.97,-41.00,-41.00,-62,-54
1.22,-0.06,-1.05,-0.87,-49.00,-49.00,-62,-54
1.39,-0.06,-0.92,-0.78,-57.00,-57.00,-62,-54
1.56,-0.05,-0.79,-0.66,-65.00,-65.00,-62,-53
1.61,-0.04,-0.66,-0.57,-65.00,-65.00,-61,-53
1.56,-0.03,-0.50,-0.44,-67.00,-67.00,-60,-52
1.59,-0.02,-0.33,-0.30,-71.00,-71.00,-59,-51
1.53,-0.01,-0.15,-0.18,-71.00,-71.00,-57,-50
1.32,0.00,0.00,0.00,-67.00,-67.00,-56,-49
0.98,0.01,0.19,0.17,-58.00,-58.00,-54,-47
0.75,0.02,0.36,0.32,-56.00,-56.00,-52,-45
0.49,0.03,0.54,0.45,-52.00,-52.00,-49,-43
0.31,0.04,0.70,0.60,-52.00,-52.00,-47,-41
0.17,0.05,0.84,0.70,-55.00,-55.00,-45,-40
-0.03,0.06,0.97,0.82,-53.00,-53.00,-42,-38
-0.23,0.07,1.11,0.93,-51.00,-51.00,-40,-36
-0.46,0.07,1.24,1.00,-49.00,-49.00,-38,-34
-0.62,0.08,1.35,1.09,-50.00,-50.00,-35,-32
-0.94,0.08,1.46,1.15,-44.00,-44.00,-32,-30
-1.26,0.09,1.57,1.23,-37.00,-37.00,-30,-28
-1.43,0.10,1.66,1.26,-38.00,-38.00,-27,-26
-1.63,0.10,1.72,1.31,-32.00,-32.00,-25,-25
-1.79,0.10,1.79,1.37,-37.00,-37.00,-22,-23
-1.89,0.10,1.82,1.35,-38.00,-38.00,-20,-21
-2.00,0.10,1.86,1.36,-38.00,-38.00,-18,-20
-2.04,0.10,1.86,1.34,-40.00,-40.00,-16,-19
-2.07,0.11,1.89,1.35,-42.00,-42.00,-13,-17
-2.10,0.10,1.89,1.34,-45.00,-45.00,-11,-16
-2.19,0.11,1.92,1.32,-43.00,-43.00,-9,-15
-2.44,0.11,1.94,1.31,-35.00,-35.00,-7,-14
-2.58,0.11,1.96,1.30,-36.00,-36.00,-5,-12
-2.70,0.11,1.98,1.29,-34.00,-34.00,-3,-11
-2.82,0.11,1.99,1.28,-33.00,-33.00,0,-10
-3.00,0.11,2.01,1.24,0.00,0.00,1,-9
-3.03,0.10,2.00,1.21,0.00,0.00,3,-8
-2.96,0.10,1.98,1.16,-38.00,-38.00,5,-7
-2.91,0.10,1.96,1.12,-41.00,-41.00,7,-6
-2.86,0.10,1.90,1.08,-45.00,-45.00,8,-5
-2.92,0.09,1.86,1.07,-41.00,-41.00,10,-4
-2.91,0.09,1.81,1.05,-43.00,-43.00,11,-3
-2.97,0.09,1.77,1.04,-39.00,-39.00,13,-2
-3.09,0.09,1.72,1.06,-36.00,-36.00,14,-1
-3.27,0.09,1.64,1.07,-30.00,-30.00,15,0
-3.44,0.09,1.57,1.08,0.00,0.00,16,0
-3.55,0.08,1.48,1.07,0.00,0.00,17,1
-3.55,0.08,1.38,1.06,0.00,0.00,17,2
-3.51,0.07,1.25,1.00,0.00,0.00,17,3
-3.53,0.07,1.12,0.95,0.00,0.00,17,3
-3.52,0.06,1.01,0.85,0.00,0.00,17,3
-3.51,0.05,0.91,0.77,0.00,0.00,17,3
-3.51,0.05,0.82,0.69,0.00,0.00,17,3
-3.56,0.04,0.74,0.62,0.00,0.00,17,3
-3.67,0.04,0.66,0.56,45.00,45.00,17,3
-3.81,0.04,0.60,0.50,52.00,52.00,17,3
-4.06,0.03,0.49,0.38,67.00,67.00,16,3
-4.00,0.02,0.32,0.25,65.00,65.00,15,2
-3.40,0.01,0.17,0.15,32.00,32.00,14,1
-3.14,0.00,0.00,0.00,31.00,31.00,13,0
-2.95,-0.00,-0.14,0.00,37.00,37.00,11,-1
-2.83,-0.01,-0.27,0.00,38.00,38.00,10,-2
-2.49,-0.01,-0.39,0.00,0.00,0.00,8,-3
-2.43,-0.02,-0.47,0.00,0.00,0.00,7,-3
-2.46,-0.02,-0.52,0.00,0.00,0.00,6,-4
-2.71,-0.02,-0.54,0.00,48.00,48.00,5,-4
-2.95,-0.02,-0.55,0.00,57.00,57.00,4,-4
-3.01,-0.02,-0.57,0.00,54.00,54.00,4,-4
-2.99,-0.02,-0.61,0.00,50.00,50.00,3,-5
-2.91,-0.02,-0.66,0.00,48.00,48.00,2,-5
-2.85,-0.02,-0.67,0.00,45.00,45.00,1,-6
-2.70,-0.02,-0.70,0.00,39.00,39.00,0,-6
-2.45,-0.02,-0.72,0.00,32.00,32.00,0,-7
-2.24,-0.02,-0.72,0.00,0.00,0.00,-1,-7
-2.17,-0.02,-0.67,0.00,0.00,0.00,-2,-8
-2.19,-0.02,-0.63,0.00,0.00,0.00,-2,-8
-2.17,-0.02,-0.57,0.00,0.00,0.00,-1,-8
-2.10,-0.02,-0.49,0.00,0.00,0.00,-1,-7
-1.97,-0.01,-0.44,0.00,-41.00,-41.00,-1,-7
-1.82,-0.01,-0.35,0.00,-47.00,-47.00,-1,-7
-1.66,-0.01,-0.26,0.00,-55.00,-55.00,0,-7
-1.41,-0.00,-0.14,0.00,-67.00,-67.00,0,-6
-1.79,0.00,0.00,0.00,-48.00,-48.00,2,-5
-2.25,0.00,0.14,0.00,39.00,39.00,3,-4
-2.52,0.01,0.22,0.00,0.00,0.00,4,-3
-2.68,0.01,0.30,0.00,0.00,0.00,5,-3
-2.54,0.01,0.33,0.00,0.00,0.00,6,-2
-2.27,0.01,0.33,0.00,-49.00,-49.00,6,-2
-2.00,0.01,0.37,0.00,-61.00,-61.00,7,-1
-1.58,0.01,0.42,0.00,-72.00,-72.00,8,0
-1.78,0.02,0.45,0.12,-50.00,-50.00,9,0
-2.11,0.02,0.53,0.23,-42.00,-42.00,10,2
-2.68,0.03,0.59,0.32,38.00,38.00,11,3
-3.11,0.03,0.63,0.43,0.00,0.00,12,4
-3.41,0.03,0.64,0.44,0.00,0.00,13,5
-3.75,0.03,0.60,0.46,60.00,60.00,13,5
-3.95,0.03,0.54,0.42,64.00,64.00,13,5
-3.95,0.02,0.39,0.33,64.00,64.00,12,5
-4.13,0.01,0.18,0.25,65.00,65.00,10,4
-4.01,0.00,0.00,0.13,57.00,57.00,9,3
-3.71,-0.01,-0.17,0.00,50.00,50.00,7,1
-3.14,-0.02,-0.35,-0.11,38.00,38.00,5,0
-2.74,-0.03,-0.49,-0.28,-33.00,-33.00,3,-1
-2.50,-0.03,-0.59,-0.37,-32.00,-32.00,1,-2
-2.43,-0.03,-0.65,-0.40,33.00,33.00,0,-3
-2.51,-0.03,-0.68,-0.39,43.00,43.00,0,-3
-2.69,-0.03,-0.66,-0.42,49.00,49.00,0,-4
-2.56,-0.03,-0.64,-0.42,38.00,38.00,-1,-4
-2.44,-0.03,-0.62,-0.43,37.00,37.00,-2,-5
-2.29,-0.03,-0.61,-0.41,0.00,0.00,-2,-5
-2.25,-0.03,-0.57,-0.39,0.00,0.00,-2,-5
-2.23,-0.03,-0.51,-0.35,0.00,0.00,-2,-5
-2.16,-0.02,-0.44,-0.32,0.00,0.00,-2,-5
-2.03,-0.02,-0.40,-0.29,0.00,0.00,-2,-5
-1.90,-0.02,-0.33,-0.26,-44.00,-44.00,-2,-5
-1.67,-0.02,-0.27,-0.21,-53.00,-53.00,-1,-5
-1.49,-0.01,-0.18,-0.16,-62.00,-62.00,0,-5
-1.21,0.00,0.00,0.00,-77.00,-77.00,0,-4
-2.11,0.01,0.16,0.11,31.00,31.00,2,-2
-2.65,0.01,0.27,0.18,0.00,0.00,3,-1
-3.14,0.02,0.31,0.23,58.00,58.00,4,-1
-2.77,0.02,0.35,0.23,0.00,0.00,4,-1
-2.45,0.02,0.36,0.21,-50.00,-50.00,5,-1
-2.18,0.02,0.35,0.19,-57.00,-57.00,5,-1
-2.05,0.02,0.41,0.24,-63.00,-63.00,6,0
-2.15,0.02,0.44,0.31,-48.00,-48.00,7,1
-2.43,0.03,0.49,0.38,-30.00,-30.00,8,2
-2.62,0.03,0.54,0.43,-32.00,-32.00,9,2
-3.05,0.03,0.58,0.48,0.00,0.00,10,4
-3.36,0.04,0.55,0.53,0.00,0.00,10,4
-3.32,0.03,0.52,0.50,0.00,0.00,10,5
-3.41,0.03,0.49,0.48,42.00,42.00,11,5
-3.43,0.03,0.41,0.43,45.00,45.00,10,5
-3.58,0.02,0.33,0.34,53.00,53.00,10,4
-3.68,0.01,0.20,0.23,59.00,59.00,9,4
-2.88,0.00,0.00,0.11,0.00,0.00,7,3
-2.41,0.00,0.00,0.00,-52.00,-52.00,7,2
-2.21,0.00,0.00,0.00,-53.00,-53.00,6,1
-2.91,0.00,0.00,0.00,0.00,0.00,6,2
-3.36,0.00,0.00,0.00,69.00,69.00,6,2
-3.88,0.00,0.00,0.00,85.00,85.00,6,2
-3.53,-0.00,0.00,-0.12,65.00,65.00,5,0
-3.04,-0.01,0.00,-0.23,-30.00,-30.00,4,0
-2.66,-0.01,0.00,-0.30,0.00,0.00,3,-1
-2.49,-0.01,0.00,-0.34,0.00,0.00,3,-2
-2.55,-0.01,0.00,-0.38,0.00,0.00,2,-3
-2.74,-0.01,0.00,-0.34,47.00,47.00,2,-3
-2.98,-0.01,0.00,-0.33,58.00,58.00,2,-3
-2.27,-0.01,0.00,-0.34,0.00,0.00,1,-3
-2.18,-0.01,0.00,-0.33,0.00,0.00,1,-4
-2.21,-0.01,0.00,-0.30,0.00,0.00,1,-4
-2.27,-0.01,0.00,-0.27,0.00,0.00,1,-4
-2.28,-0.01,0.00,-0.24,0.00,0.00,1,-4
-2.21,-0.01,0.00,-0.22,0.00,0.00,1,-4
-2.07,-0.01,0.00,-0.20,-45.00,-45.00,2,-4
-1.88,-0.00,0.00,-0.15,-52.00,-52.00,2,-3
-1.67,0.00,0.00,0.00,-62.00,-62.00,2,-3
-1.74,0.00,0.12,0.00,-62.00,-62.00,4,-2
-1.97,0.01,0.20,0.00,-31.00,-31.00,5,-1
-2.39,0.01,0.30,0.12,33.00,33.00,6,0
-2.60,0.02,0.37,0.23,32.00,32.00,7,1
-2.75,0.02,0.40,0.25,0.00,0.00,8,1
-2.79,0.02,0.38,0.25,0.00,0.00,8,2
-2.75,0.02,0.35,0.25,0.00,0.00,8,2
-2.69,0.02,0.31,0.22,-37.00,-37.00,8,2
-2.71,0.02,0.30,0.22,0.00,0.00,8,2
-2.82,0.02,0.27,0.23,0.00,0.00,8,2
-2.88,0.01,0.25,0.20,0.00,0.00,8,2
-3.01,0.01,0.22,0.18,0.00,0.00,8,2
-3.15,0.01,0.20,0.17,45.00,45.00,8,2
-3.34,0.01,0.16,0.15,53.00,53.00,8,2
-3.60,0.00,0.00,0.00,66.00,66.00,7,2
-3.67,-0.00,-0.12,0.00,69.00,69.00,6,0
-3.12,-0.01,-0.23,0.00,32.00,32.00,5,0
-2.77,-0.01,-0.30,-0.12,-32.00,-32.00,4,-1
-2.56,-0.02,-0.39,-0.20,0.00,0.00,2,-2
-2.50,-0.02,-0.42,-0.25,0.00,0.00,2,-3
-2.56,-0.02,-0.45,-0.23,38.00,38.00,1,-3
-2.74,-0.02,-0.43,-0.23,48.00,48.00,1,-3
-2.74,-0.02,-0.39,-0.23,46.00,46.00,1,-3
-2.63,-0.02,-0.35,-0.28,37.00,37.00,1,-4
-2.43,-0.02,-0.34,-0.25,0.00,0.00,1,-4
-2.39,-0.02,-0.30,-0.23,0.00,0.00,1,-4
-2.31,-0.01,-0.25,-0.20,0.00,0.00,1,-4
-2.19,-0.01,-0.22,-0.18,0.00,0.00,1,-4
-2.03,-0.01,-0.20,-0.16,-45.00,-45.00,1,-4
-1.85,-0.01,-0.18,-0.15,-52.00,-52.00,1,-4
-1.69,-0.00,-0.11,0.00,-62.00,-62.00,2,-3
-1.45,0.00,0.00,0.12,-73.00,-73.00,3,-2
-2.04,0.01,0.00,0.20,-30.00,-30.00,4,-1
-2.43,0.02,0.14,0.32,34.00,34.00,6,0
-2.69,0.02,0.25,0.41,0.00,0.00,7,1
-2.79,0.02,0.29,0.44,0.00,0.00,8,2
-2.77,0.03,0.34,0.44,-33.00,-33.00,8,2
-2.90,0.03,0.35,0.47,0.00,0.00,9,3
-3.00,0.03,0.34,0.45,0.00,0.00,9,3
-2.93,0.02,0.30,0.40,0.00,0.00,9,3
-2.88,0.02,0.27,0.36,0.00,0.00,9,3
