Theta_now,V_trans,Lmot_RPM,Rmot_RPM,Output_lmot,Output_rmot,DN_Lmot,DN_Rmot
-2.16,0.05,0.90,0.68,-37.00,-37.00,-14,0
-2.26,0.05,0.90,0.68,-36.00,-36.00,-13,0
-2.41,0.05,0.91,0.69,-31.00,-31.00,-12,1
-2.54,0.05,0.94,0.66,0.00,0.00,-11,2
-2.57,0.05,0.94,0.65,0.00,0.00,-10,2
-2.47,0.05,0.92,0.60,-38.00,-38.00,-9,2
-2.37,0.05,0.92,0.54,-44.00,-44.00,-8,2
-2.28,0.05,0.90,0.49,-45.00,-45.00,-8,2
-2.40,0.04,0.88,0.46,-38.00,-38.00,-7,2
-2.37,0.04,0.89,0.44,-39.00,-39.00,-6,3
-2.43,0.04,0.92,0.42,-37.00,-37.00,-5,3
-2.62,0.04,0.92,0.40,-30.00,-30.00,-3,3
-2.70,0.04,0.92,0.39,0.00,0.00,-2,3
-2.79,0.04,0.94,0.37,0.00,0.00,-1,4
-2.75,0.04,0.90,0.33,0.00,0.00,-1,4
-2.76,0.04,0.86,0.30,0.00,0.00,0,4
-2.74,0.03,0.77,0.27,0.00,0.00,0,4
-2.74,0.03,0.69,0.24,0.00,0.00,0,4
-2.78,0.03,0.63,0.22,0.00,0.00,0,4
-2.85,0.02,0.56,0.20,0.00,0.00,0,4
-2.95,0.02,0.51,0.18,0.00,0.00,0,4
-3.06,0.02,0.46,0.16,45.00,45.00,0,4
-3.19,0.02,0.41,0.12,52.00,52.00,0,3
-3.37,0.01,0.32,0.00,60.00,60.00,-1,3
-3.60,0.01,0.17,0.00,72.00,72.00,-2,2
-3.26,-0.00,0.00,-0.12,41.00,41.00,-3,1
-2.85,-0.01,0.00,-0.23,32.00,32.00,-5,0
-2.56,-0.02,-0.14,-0.32,30.00,30.00,-6,-1
-2.14,-0.02,-0.26,-0.38,0.00,0.00,-7,-2
-1.83,-0.02,-0.31,-0.44,-50.00,-50.00,-8,-3
-1.70,-0.03,-0.33,-0.47,-45.00,-45.00,-9,-4
-1.65,-0.02,-0.27,-0.42,-44.00,-44.00,-8,-3
-1.70,-0.02,-0.20,-0.31,-41.00,-41.00,-8,-3
-1.91,-0.01,0.00,-0.23,-33.00,-33.00,-7,-2
-2.29,-0.01,0.00,-0.16,0.00,0.00,-6,-2
-2.54,0.00,0.00,0.00,48.00,48.00,-5,-1
-2.81,0.00,0.00,0.00,54.00,54.00,-4,-1
-2.90,0.00,0.00,0.00,55.00,55.00,-5,-2
-2.44,0.00,0.00,0.00,0.00,0.00,-5,-2
-2.18,0.00,0.00,0.00,0.00,0.00,-5,-3
-1.96,0.00,0.00,0.00,-47.00,-47.00,-5,-3
-1.89,0.00,0.00,0.00,-45.00,-45.00,-5,-3
-1.82,0.00,0.00,0.00,-46.00,-46.00,-5,-3
-1.79,0.00,0.00,0.00,-49.00,-49.00,-4,-2
-2.22,0.00,0.00,0.00,0.00,0.00,-4,-1
-2.43,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.56,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.59,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.52,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.44,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.40,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.38,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.38,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.40,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.43,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.47,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.52,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.59,0.00,0.00,0.00,0.00,0.00,-3,-1
-2.66,0.00,0.00,0.00,42.00,42.00,-3,-1
-2.66,0.00,0.00,0.00,41.00,41.00,-3,-1
-2.70,0.00,0.00,0.00,44.00,44.00,-3,-1
-2.76,0.00,0.00,0.00,44.00,44.00,-4,-1
-2.52,0.00,0.00,0.00,0.00,0.00,-5,-2
-2.44,0.00,0.00,0.00,0.00,0.00,-5,-2
-2.51,0.00,0.00,0.00,38.00,38.00,-5,-2
-2.35,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.38,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.45,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.42,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.46,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.43,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.42,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.40,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.36,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.31,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.26,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.20,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.13,0.00,0.00,0.00,0.00,0.00,-6,-2
-2.05,0.00,0.00,0.00,-39.00,-39.00,-6,-2
-1.96,0.00,0.00,0.00,-43.00,-43.00,-6,-2
-1.90,0.00,0.00,0.00,-45.00,-45.00,-5,-2
-1.86,0.00,0.00,0.00,-48.00,-48.00,-4,-1
-2.05,0.00,0.00,0.00,-36.00,-36.00,-3,0
-2.44,0.00,0.00,0.00,0.00,0.00,-3,0
-2.69,0.00,0.00,0.00,50.00,50.00,-2,0
-2.73,0.00,0.00,0.00,46.00,46.00,-2,0
-2.66,0.00,0.00,0.00,37.00,37.00,-2,0
-2.36,0.00,0.00,0.00,0.00,0.00,-3,0
-2.19,0.00,0.00,0.00,-42.00,-42.00,-3,0
-2.12,0.00,0.00,0.00,-41.00,-41.00,-4,0
-2.19,0.00,0.00,0.00,-35.00,-35.00,-3,0
-2.39,0.00,0.00,0.00,0.00,0.00,-3,0
-2.54,0.00,0.00,0.00,0.00,0.00,-2,1
-2.84,0.00,0.00,0.00,52.00,52.00,-2,1
-2.99,0.00,0.00,0.00,53.00,53.00,-2,0
-3.09,0.00,0.00,0.00,58.00,58.00,-3,0
-2.59,0.00,0.00,0.00,30.00,30.00,-4,-1
-2.34,0.00,0.00,0.00,0.00,0.00,-5,-1
-2.18,0.00,0.00,0.00,0.00,0.00,-5,-2
-2.17,0.00,0.00,0.00,0.00,0.00,-5,-3
-2.31,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.36,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.45,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.51,0.00,0.00,0.00,40.00,40.00,-6,-3
-2.46,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.49,0.00,0.00,0.00,37.00,37.00,-6,-3
-2.40,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.38,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.32,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.25,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.17,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.07,0.00,0.00,0.00,-38.00,-38.00,-6,-3
-1.94,0.00,0.00,0.00,-43.00,-43.00,-5,-3
-1.81,0.00,0.00,0.00,-48.00,-48.00,-5,-3
-1.73,0.00,0.00,0.00,-52.00,-52.00,-5,-2
-1.67,0.00,0.00,0.00,-53.00,-53.00,-3,-1
-2.18,0.00,0.00,0.00,37.00,37.00,-3,0
-2.53,0.00,0.00,0.00,0.00,0.00,-2,0
-2.67,0.00,0.00,0.00,0.00,0.00,-1,0
-2.70,0.00,0.00,0.00,42.00,42.00,-1,0
-2.64,0.00,0.00,0.00,0.00,0.00,-2,0
-2.61,0.00,0.00,0.00,0.00,0.00,-2,0
-2.62,0.00,0.00,0.00,0.00,0.00,-2,0
-2.68,0.00,0.00,0.00,41.00,41.00,-2,0
-2.80,0.00,0.00,0.00,46.00,46.00,-2,0
-2.84,0.00,0.00,0.00,47.00,47.00,-3,0
-2.74,0.00,0.00,0.00,43.00,43.00,-3,0
-2.79,0.00,0.00,0.00,42.00,42.00,-4,0
-2.78,0.00,0.00,0.00,44.00,44.00,-4,-1
-2.70,0.00,0.00,0.00,39.00,39.00,-5,-1
-2.63,0.00,0.00,0.00,37.00,37.00,-5,-2
-2.51,0.00,0.00,0.00,33.00,33.00,-6,-2
-2.43,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.49,0.00,0.00,0.00,37.00,37.00,-6,-3
-2.45,0.00,0.00,0.00,0.00,0.00,-6,-3
-2.51,0.00,0.00,0.00,40.00,40.00,-6,-4
-2.42,0.00,0.00,0.00,0.00,0.00,-6,-4
-2.47,0.00,0.00,0.00,37.00,37.00,-6,-4
-2.44,0.00,0.00,0.00,0.00,0.00,-6,-4
-2.39,0.00,0.00,0.00,0.00,0.00,-6,-4
-2.30,0.00,0.00,0.00,0.00,0.00,-6,-4
-2.18,0.00,0.00,0.00,0.00,0.00,-6,-4
-2.06,0.00,0.00,0.00,0.00,0.00,-6,-4
-1.92,0.00,0.00,0.00,-45.00,-45.00,-6,-4
-1.76,0.00,0.00,0.00,-51.00,-51.00,-6,-3
-1.56,0.00,0.00,0.00,-59.00,-59.00,-5,-3
-1.36,0.00,0.00,0.00,-67.00,-67.00,-4,-2
-1.85,0.00,0.12,0.00,30.00,30.00,-3,-1
-2.20,0.01,0.20,0.00,37.00,37.00,-2,0
-2.37,0.01,0.23,0.00,0.00,0.00,-2,0
-2.57,0.01,0.23,0.00,0.00,0.00,-1,0
-2.40,0.01,0.18,0.00,0.00,0.00,-2,0
-2.28,0.01,0.17,0.00,-39.00,-39.00,-2,0
-2.21,0.00,0.15,0.00,-40.00,-40.00,-2,0
-2.20,0.01,0.16,0.00,-39.00,-39.00,-1,0
-2.21,0.01,0.17,0.00,-38.00,-38.00,-1,1
-2.41,0.01,0.22,0.00,0.00,0.00,0,2
-2.77,0.01,0.20,0.00,0.00,0.00,0,2
-2.98,0.01,0.18,0.00,52.00,52.00,0,2
-3.10,0.00,0.13,0.00,54.00,54.00,-1,2
-3.31,0.00,0.00,0.00,66.00,66.00,-1,1
-2.59,0.00,0.00,0.00,0.00,0.00,-2,0
-2.40,0.00,0.00,0.00,0.00,0.00,-3,0
-2.32,0.00,0.00,0.00,0.00,0.00,-4,-1
-2.44,0.00,0.00,0.00,0.00,0.00,-4,-1
-2.69,0.00,0.00,0.00,49.00,49.00,-5,-2
-2.92,0.00,0.00,0.00,58.00,58.00,-5,-2
-2.93,0.00,0.00,0.00,48.00,48.00,-5,-2
-3.05,0.00,0.00,0.00,55.00,55.00,-6,-3
-2.86,0.00,0.00,0.00,42.00,42.00,-6,-4
-2.69,0.00,0.00,0.00,37.00,37.00,-7,-5
-2.40,0.00,0.00,0.00,0.00,0.00,-7,-5
-2.29,0.00,0.00,0.00,0.00,0.00,-7,-6
-2.31,0.00,0.00,0.00,0.00,0.00,-7,-6
-2.26,0.00,0.00,0.00,0.00,0.00,-7,-6
-2.18,0.00,0.00,0.00,0.00,0.00,-7,-6
-1.99,0.00,0.00,0.00,0.00,0.00,-7,-6
-1.80,0.00,0.00,0.00,-48.00,-48.00,-7,-6
-1.52,0.00,0.00,0.00,-60.00,-60.00,-7,-5
-1.17,0.00,0.00,0.00,-74.00,-74.00,-6,-5
-1.00,0.01,0.12,0.12,-81.00,-81.00,-5,-3
-1.50,0.02,0.25,0.23,-42.00,-42.00,-3,-2
-1.99,0.03,0.39,0.39,-32.00,-32.00,-2,0
-2.59,0.03,0.54,0.50,0.00,0.00,0,1
-3.10,0.04,0.63,0.61,0.00,0.00,1,2
-3.52,0.04,0.71,0.65,64.00,64.00,3,4
-3.82,0.05,0.71,0.68,68.00,68.00,3,4
-3.80,0.04,0.62,0.59,63.00,63.00,3,4
-3.41,0.03,0.46,0.48,38.00,38.00,2,4
-2.95,0.02,0.34,0.38,0.00,0.00,1,3
-2.61,0.02,0.24,0.27,0.00,0.00,0,2
-2.43,0.01,0.17,0.20,-44.00,-44.00,0,2
-2.66,0.01,0.13,0.16,0.00,0.00,0,2
-2.85,0.00,0.00,0.14,48.00,48.00,0,2
-3.18,0.00,0.00,0.00,62.00,62.00,0,1
-3.39,0.00,0.00,0.00,69.00,69.00,-1,1
-2.82,-0.00,-0.12,0.00,31.00,31.00,-2,0
-2.50,-0.01,-0.18,0.00,0.00,0.00,-3,-1
-2.39,-0.01,-0.23,0.00,0.00,0.00,-4,-2
-2.41,-0.01,-0.26,0.00,0.00,0.00,-5,-2
-2.55,-0.01,-0.30,0.00,45.00,45.00,-5,-3
-2.51,-0.01,-0.30,0.00,41.00,41.00,-5,-3
-2.50,-0.01,-0.27,0.00,39.00,39.00,-5,-4
-2.40,-0.01,-0.26,0.00,35.00,35.00,-6,-4
-2.49,-0.01,-0.26,0.00,40.00,40.00,-6,-4
-2.48,-0.01,-0.23,0.00,39.00,39.00,-6,-4
-2.45,-0.01,-0.21,0.00,35.00,35.00,-6,-5
-2.39,-0.01,-0.19,0.00,0.00,0.00,-6,-5
-2.35,-0.01,-0.17,0.00,0.00,0.00,-6,-5
-2.23,-0.01,-0.15,0.00,0.00,0.00,-6,-5
-2.12,-0.00,-0.14,0.00,0.00,0.00,-6,-5
-1.97,-0.00,-0.12,0.00,-42.00,-42.00,-6,-5
-1.85,0.00,0.00,0.00,-48.00,-48.00,-6,-5
-1.69,0.00,0.00,0.00,-54.00,-54.00,-5,-5
-1.43,0.00,0.00,0.00,-65.00,-65.00,-4,-4
-1.77,0.00,0.12,0.00,-45.00,-45.00,-3,-3
-2.29,0.01,0.18,0.00,0.00,0.00,-2,-2
-2.67,0.01,0.26,0.00,0.00,0.00,-1,-1
-2.94,0.01,0.30,0.00,53.00,53.00,-1,0
-3.19,0.01,0.30,0.00,58.00,58.00,0,0
-2.94,0.01,0.27,0.00,36.00,36.00,-1,0
-2.61,0.01,0.16,0.00,0.00,0.00,-1,0
-2.38,0.00,0.00,0.00,0.00,0.00,-2,0
-2.22,0.00,0.00,0.00,-41.00,-41.00,-2,0
-2.16,0.00,0.00,0.00,-40.00,-40.00,-2,0
-2.12,0.00,0.00,0.00,-41.00,-41.00,-2,0
-2.26,0.00,0.00,0.00,-31.00,-31.00,-1,0
-2.57,0.00,0.00,0.00,0.00,0.00,-1,1
-2.70,0.00,0.00,0.00,44.00,44.00,0,1
-2.78,0.00,0.00,0.00,43.00,43.00,0,1
-2.86,0.00,0.00,0.00,46.00,46.00,-1,0
-2.99,0.00,0.00,0.00,51.00,51.00,-2,0
-2.74,-0.00,-0.12,0.00,36.00,36.00,-3,-1
-2.40,-0.01,-0.18,0.00,0.00,0.00,-3,-1
-2.23,-0.01,-0.23,0.00,0.00,0.00,-4,-2
-2.18,-0.01,-0.26,0.00,0.00,0.00,-5,-3
-2.26,-0.01,-0.28,0.00,0.00,0.00,-5,-3
-2.34,-0.01,-0.27,0.00,0.00,0.00,-5,-3
-2.46,-0.01,-0.25,0.00,40.00,40.00,-5,-3
-2.36,-0.01,-0.22,0.00,0.00,0.00,-5,-3
-2.38,-0.01,-0.20,0.00,0.00,0.00,-5,-3
-2.29,-0.01,-0.18,0.00,0.00,0.00,-5,-3
-2.26,-0.01,-0.16,0.00,0.00,0.00,-5,-3
-2.16,-0.00,-0.15,0.00,0.00,0.00,-5,-3
-2.05,-0.00,-0.13,0.00,0.00,0.00,-5,-3
-1.94,-0.00,-0.12,0.00,-43.00,-43.00,-5,-3
-1.81,-0.00,-0.11,0.00,-47.00,-47.00,-5,-3
-1.63,0.00,0.00,0.00,-56.00,-56.00,-5,-3
-1.52,0.00,0.00,0.00,-60.00,-60.00,-4,-2
-2.02,0.00,0.14,0.00,-32.00,-32.00,-3,-1
-2.38,0.01,0.22,0.00,0.00,0.00,-2,0
-2.58,0.01,0.27,0.00,0.00,0.00,-1,0
-2.69,0.01,0.31,0.00,0.00,0.00,0,0
-2.64,0.01,0.31,0.00,0.00,0.00,0,1
-2.52,0.01,0.32,0.00,0.00,0.00,0,1
-2.43,0.01,0.29,0.00,0.00,0.00,0,1
-2.44,0.01,0.26,0.00,0.00,0.00,0,1
-2.46,0.01,0.21,0.00,0.00,0.00,0,1
-2.49,0.01,0.19,0.00,0.00,0.00,0,1
-2.55,0.01,0.17,0.00,0.00,0.00,0,1
-2.64,0.01,0.15,0.00,0.00,0.00,0,1
-2.76,0.00,0.14,0.00,0.00,0.00,0,1
-2.90,0.00,0.13,0.00,47.00,47.00,0,1
-3.01,0.00,0.11,0.00,52.00,52.00,0,0
-3.16,0.00,0.00,0.00,60.00,60.00,-1,0
-3.20,0.00,0.00,0.00,52.00,52.00,-2,0
-2.69,-0.00,-0.12,0.00,-30.00,-30.00,-3,-1
-2.48,-0.01,-0.18,0.00,0.00,0.00,-4,-2
-2.37,-0.01,-0.21,0.00,0.00,0.00,-4,-3
-2.43,-0.01,-0.21,0.00,0.00,0.00,-4,-3
-2.60,-0.01,-0.21,0.00,47.00,47.00,-5,-3
-2.80,-0.01,-0.19,0.00,55.00,55.00,-5,-3
-2.75,-0.01,-0.24,0.00,45.00,45.00,-5,-4
-2.45,-0.01,-0.22,0.00,-31.00,-31.00,-5,-4
-2.36,-0.01,-0.22,0.00,0.00,0.00,-6,-4
-2.34,-0.01,-0.20,0.00,0.00,0.00,-6,-4
-2.26,-0.01,-0.18,0.00,0.00,0.00,-6,-4
-2.19,-0.01,-0.16,0.00,0.00,0.00,-6,-4
-2.04,-0.00,-0.15,0.00,0.00,0.00,-6,-4
-1.79,-0.00,-0.13,0.00,-50.00,-50.00,-6,-4
-1.54,0.00,0.00,0.00,-60.00,-60.00,-5,-4
-1.26,0.00,0.00,0.00,-71.00,-71.00,-5,-4
-1.02,0.01,0.12,0.12,-82.00,-82.00,-3,-2
-1.67,0.02,0.23,0.25,-34.00,-34.00,-2,-1
-2.12,0.02,0.36,0.36,33.00,33.00,0,0
-2.51,0.03,0.48,0.47,0.00,0.00,0,1
-2.86,0.03,0.55,0.52,0.00,0.00,2,2
-3.01,0.04,0.56,0.52,0.00,0.00,2,3
-3.10,0.03,0.56,0.49,0.00,0.00,3,3
-3.03,0.03,0.52,0.49,0.00,0.00,3,3
-3.05,0.03,0.45,0.44,0.00,0.00,3,3
-3.12,0.03,0.40,0.40,42.00,42.00,3,3
-3.23,0.02,0.36,0.36,49.00,49.00,3,3
-3.40,0.02,0.28,0.27,59.00,59.00,2,3
-3.53,0.01,0.16,0.17,67.00,67.00,1,2
-3.30,0.00,0.00,0.00,45.00,45.00,0,1
-2.95,-0.01,-0.12,-0.12,35.00,35.00,-1,0
-2.63,-0.02,-0.25,-0.23,30.00,30.00,-2,-1
-2.47,-0.02,-0.37,-0.32,31.00,31.00,-4,-2
-2.12,-0.03,-0.47,-0.39,0.00,0.00,-5,-3
-1.91,-0.03,-0.52,-0.44,0.00,0.00,-6,-4
-1.90,-0.03,-0.51,-0.44,0.00,0.00,-7,-4
-1.82,-0.03,-0.51,-0.45,0.00,0.00,-7,-5
-1.90,-0.03,-0.46,-0.43,0.00,0.00,-7,-5
-1.93,-0.03,-0.42,-0.38,0.00,0.00,-7,-5
-1.98,-0.02,-0.37,-0.35,0.00,0.00,-7,-5
-1.89,-0.02,-0.34,-0.31,0.00,0.00,-7,-5
-1.81,-0.02,-0.30,-0.28,-40.00,-40.00,-7,-5
-1.75,-0.02,-0.25,-0.25,-44.00,-44.00,-7,-5
-1.65,-0.01,-0.20,-0.20,-50.00,-50.00,-7,-5
-1.43,-0.01,-0.13,-0.14,-60.00,-60.00,-6,-4
-1.22,0.00,0.00,0.00,-71.00,-71.00,-4,-3
-2.12,0.00,0.14,0.00,39.00,39.00,-3,-2
-2.58,0.01,0.22,0.00,0.00,0.00,-2,-2
-2.92,0.01,0.25,0.00,57.00,57.00,-2,-1
-2.41,0.01,0.27,0.00,0.00,0.00,-1,-1
-2.04,0.01,0.24,0.00,-56.00,-56.00,-1,-1
-1.71,0.01,0.22,0.00,-66.00,-66.00,-1,-1
-1.42,0.01,0.27,0.00,-75.00,-75.00,0,0
-2.02,0.01,0.29,0.00,30.00,30.00,0,0
-2.30,0.01,0.33,0.00,33.00,33.00,0,1
-2.45,0.01,0.30,0.00,0.00,0.00,0,2
-2.43,0.01,0.25,0.00,0.00,0.00,0,2
-2.31,0.01,0.20,0.00,-41.00,-41.00,0,2
-2.25,0.01,0.20,0.00,-42.00,-42.00,0,2
-2.15,0.01,0.20,0.00,-45.00,-45.00,0,2
-2.50,0.01,0.23,0.00,0.00,0.00,0,2
-2.84,0.01,0.21,0.00,49.00,49.00,0,2
-3.01,0.01,0.19,0.00,49.00,49.00,0,2
-3.05,0.00,0.12,0.00,52.00,52.00,0,1
-3.13,0.00,0.00,0.00,50.00,50.00,-1,0
-2.87,0.00,0.00,0.00,34.00,34.00,-1,0
-2.63,-0.00,-0.12,0.00,30.00,30.00,-3,-1
-2.41,-0.01,-0.20,0.00,0.00,0.00,-4,-2
-2.21,-0.01,-0.28,0.00,0.00,0.00,-5,-3
-2.09,-0.01,-0.32,0.00,0.00,0.00,-6,-3
-2.05,-0.01,-0.34,0.00,0.00,0.00,-6,-4
-2.14,-0.01,-0.33,0.00,0.00,0.00,-6,-4
-2.18,-0.01,-0.27,0.00,0.00,0.00,-6,-4
-2.22,-0.01,-0.22,0.00,0.00,0.00
